,date,content,username
25,2022-07-29 23:59:46+00:00,"President Starting Five:
PG: Washington (A tad oversized, but great leader &amp; facilitator)
SG: Obama (Fast, young, fundamental)
SF: Teddy Roosevelt (Bro got shot &amp; still delivered speech)
PF: Lincoln (Tall, strong, fast &amp; physical specimen)
C: Trump (Physical, big and scrappy)",ghostofcody
26,2022-07-29 23:59:46+00:00,"@onlinesales4u President Trump said when he was voting to help Republicans he wouldn't do it very long. This man is a Democrat in his soul He was right too wasn't he.
Coal Is the workhorse for West Virginia. Frankly for our whole country not just West Virginia.",k_eckrich
27,2022-07-29 23:59:46+00:00,"@Tradergracie @Pattiihan @SamPhDEng @PeteButtigieg HE JUST SENT HIS PUPPETS IN A TERRORISTS AND TRAITOR ACT TO STORM THE CAPITAL , AND BEAT UP POLICE , AND LOOKED FOR THE VICE PRESIDENT OF THE UNITED STATES SO THEY COULD HANG HIM! NO OTHER PRESIDENT WAS EVER AS IGNORANT AND RACIST AS CHUMP DUMP TRUMP!",GentRamFan
28,2022-07-29 23:59:46+00:00,"Correct me if I'm wrong, but these Beto rallies are far bigger than the trump shit shows. 
Blah, ha, ha, ha. https://t.co/mlB1zBLA7m",Whisteblower3
29,2022-07-29 23:59:46+00:00,@lammert Speciaal ook een heel geloofwaardige foto van Lammert Jackson met zijn held Trump 🍻 https://t.co/9eCGZDhg2R,RoyLibertatem
30,2022-07-29 23:59:45+00:00,@Charcatlady @BobitennC @JoJoFromJerz Again another sheep that assumes Trump is the only business person in the country and that I was talking about him. Damn he lives free in millions of heads.,aubreyw73262287
31,2022-07-29 23:59:44+00:00,@RonFilipkowski Trump looks really unhealthy. The mind games they play to twist things to their narrative.,DawnElicia
32,2022-07-29 23:59:43+00:00,"@GOP Maybe in the GOP's ""World of Alternate Facts"" but not in the real one. Trump really destroyed the party of Lincoln and Reagan, didn't he?!",French_One
33,2022-07-29 23:59:43+00:00,I think banning the far right (including Trump) hurts Democrats electorally but from reduces existential risk by preventing radicalization of the GOP base,cxxkmxnster
34,2022-07-29 23:59:41+00:00,Biden To Finish Section of Trump’s Border Wall – and Democrats Have Yet to Call Him Racist https://t.co/fikYlD2wID #USA #America #boomers #Millennials #GenX #GenZ,DR10001
35,2022-07-29 23:59:41+00:00,"Some of the GREATEST #MentalHealth experts have ACCURATELY WARNED for 7yrs!

🚨2017:  The Dangerous Case of Donald Trump: 27 Psychiatrists + Mental Health Experts Asses a President   (2nd edition in 2019 w/37 psychiatrists + mental health experts)

https://t.co/NR17k5OKIK",Fitness4DtyExam
36,2022-07-29 23:59:41+00:00,DOJ reportedly obtains cooperation of former official against Trump co-conspirators John Eastman and Jeffrey Clark https://t.co/1n1sX1rGpp via @PalmerReport,JulesBurnell
37,2022-07-29 23:59:41+00:00,"@January6thCmte @DOJCrimDiv 
@DOJNatSec
@FBI @TheJusticeDept
Manafort advised the Trump campaign on the down low since early 2020. 
https://t.co/ynY381OgkZ",HRCwon2016
38,2022-07-29 23:59:40+00:00,"With Megamillions at 1.28 Billion dollars, the winner will be a real Billionaire, which will piss off wannabe billionaire Donald Trump greatly.",ItsMeMarkPalmer
39,2022-07-29 23:59:40+00:00,@Redsoxwillwin21 @FranJ2303 @razapatac @filomeno_trumps @ivanfsilva01 @franherr63 Viste que no Toy ciega Franh oyó 🤪,mv_negra2
40,2022-07-29 23:59:40+00:00,I cannot imagine a potus making sex with a porn star!!! TRUMP HAS NO DELICADEZA OR ANY MORAL VALUE! HE IS A FILTY SOB GOOD FOR NOTHING EXCEPT HELL. https://t.co/v8yGfJ6yvc,RafrafTrump
41,2022-07-29 23:59:40+00:00,"@lamaypa15 @williamlegate Let’s see if we can nudge Gov Murphy to carve out a special law that erases one of the tax haven statuses when two are formally applied for. 

Loophole king Trump is just like his dad and has built his sandcastle empire on these exemptions. And Jared Kushner is doing the same.",sound_language
42,2022-07-29 23:59:39+00:00,@RonFilipkowski @trx1000 Trump will never follow through with any lawsuits because it means https://t.co/t6ywDfteCm,charb55
43,2022-07-29 23:59:39+00:00,@sorrowen @OscarVReuenthal @Catsorange1 Because Trump is beating him.,PeachesSabIII
44,2022-07-29 23:59:39+00:00,"@Wags261 @notrunning2020 @SundaeDivine @davenewworld_2 @Acyn @AmVetsCommittee @AMVETSHQ Utter bs! 
💧Trump wanted his VP murdered so he could stay in office. 
💧McConnell blocked Garland while pushing through Barrett in less than a month.
💧Lindsay Graham wanted legal ballots thrown out.
💧7 State Republicans ILLEGALLY sent fake electoral ballots claiming Trump won.",HrhOrchid
45,2022-07-29 23:59:39+00:00,"@swilleyjoe @I_m_Cre8tve1 @MiddleMolly @mark24227825 @NickAdamsinUSA Whether you feel Biden is incompetent as well doesn't change that people thought Trump was lethally incompetent (they were right)

If you refuse to acknowledge that you have no credibility

Well that you can't spell, keep a coherent thought, and have endless conspiracy theories",Jay333N
46,2022-07-29 23:59:38+00:00,"@Grip75001 @YimWoke @RoyceJimenez4 @oppo_taco13 @Timcast But no indictments or fraud judgements.

That’s the Trumps.",callmealincoln
47,2022-07-29 23:59:37+00:00,"READ MY NEW OP-ED: It's Not A Hoax, SOLDIERS DIED!
20 US soldiers have died in Afghanistan in 2019 &amp; four more were killed in 2020. 
We sent soldiers. In early 2019, Trump found out that our US Soldiers were being hunted like Pokémon. He did nothing! 
https://t.co/9ISQ5QsjP2 28 https://t.co/dsgBx9YXa4",VippusaO
48,2022-07-29 23:59:37+00:00,"@jloughra @CNN Hi Jan.  Yes, it happens with every admin.  And trump departures were covered extensively with constant innuendo of dysfunction. But Kamala’s situation is different. With a hapless, demented pres, the VP should be gaining power. That the opposite is happening speaks volumes.",EdN618
49,2022-07-29 23:59:37+00:00,@hellenkeniford Dog wait till I point out that ironically it seems that Trump administration illegally deleted—wait for it—emails,dennismhogan
50,2022-07-29 23:59:37+00:00,@TimRunsHisMouth The same way Trump gave tax cuts on billionaires... ah but you didn't question that.,Inugamiz
51,2022-07-29 23:59:36+00:00,"@MikeSabs1 @JeanAnd44396361 America, Everything you will ever need to know about the Corrupt War against President Trump, America, &amp; Her Citizens is out there! This War Was Created &amp; Started By Obama, Clintons, The Biden Family, Pelosi, Schumer, The Entire Liberal Party &amp; Media! Will You Surrender or Fight? https://t.co/wZcKuqDzkG",Richard28085664
52,2022-07-29 23:59:35+00:00,Twitter Mocks #Trump Mercilessly as Horrible Looking ‘Alpha Male’ Staggers by Cultists on Rope Line https://t.co/lMDeQ3f5Rj via @NicoleJames,lau56
53,2022-07-29 23:59:35+00:00,"@newsmax @ericbolling Newsmax is a trashy republican propaganda organization that posts political lies, false accusations, and propaganda in hope of political gain.
This criminal organization supported the failed coup on the U.S. Govt. that was based on traitor trump's Big Lie.",Awesome26340342
54,2022-07-29 23:59:35+00:00,"RNC warning to Trump: If you run for president, we stop paying your legal bills,  https://t.co/AzvO6VvXHX",Freedom4USNow
55,2022-07-29 23:59:34+00:00,@mehdirhasan Trump turned secrecy into an demented art form.,NickNewsome9
56,2022-07-29 23:59:34+00:00,@nathaliejacoby1 Any being named trump,dave_moss
57,2022-07-29 23:59:34+00:00,"Every day is news day at The Washington Post - and if it isn’t - they just sic a intern on Trump and publish crap that is so petty - it COULDN’T be made up: Trump uses presidential seal at N.J. golf club amid ethics complaints

https://t.co/2CNuHxCMII https://t.co/Cw4WWKvUil",fuelforradicals
58,2022-07-29 23:59:33+00:00,@DonaldJTrumpJr Apparently Donald Trump is changing the definition of liar this week so we can pretend that he's not one.,Eggyoke08
59,2022-07-29 23:59:32+00:00,"@laurenboebert wait, did I miss ""migrants are at the border crisis"" week? I thought it was ""talk about inflation to distract from tRump crimes"" week",Detroit_Redhead
60,2022-07-29 23:59:32+00:00,@flowabug @cher Character isn’t even in Trump’s dictionary.,robertjunebug
61,2022-07-29 23:59:32+00:00,"@linsaquiles Então, Ele tinha um vídeo presente no evento com a família do Trump, se alguém tiver por favor poste Aqui",davidphb2
62,2022-07-29 23:59:32+00:00,"@Arianedevogue The Left doesn’t internalize the fact that POTUS gets to appoint judges (whether we like him or not).  Had they not run Hillary, they wouldn’t be in this situation.   Almost anyone could have defeated Trump the first time.",JanKitchel
63,2022-07-29 23:59:29+00:00,"@1Shermanation @DavidAmbs1 @SpotTheLoon2010 Funny enough it has transpired that Donald J Trump WAS right , really right nearly every time .
And the Socialist Democrate Mr Joe Biden has been WRONG nearly every time , funny that 😄🇦🇺",grantyo22639738
64,2022-07-29 23:59:29+00:00,"@seanhannity Biden supporters have nothing positive to say about Biden, only negative things about Trump.
It's ridiculous how deep the brainwashing and denial runs in the so called Liberal camp. https://t.co/xrLp8jppfu",StewartParks0
65,2022-07-29 23:59:29+00:00,"@AOC For a SC Justice to sarcastically announce that leaders of other nations, as well as members of Sussex family, were against his ruling, is nothing compared to millions of women on US soil who now have to seek permission from men such as trump, Newt, &amp; Giuliani  is sickening.",Sandy18667286
66,2022-07-29 23:59:28+00:00,"@RepMTG Which is why conservative Republicans must go. They have been f'g things up since the 1980's. Enough is enough!

Oh, and you and the rest of the GOP are #DomesticTerrorists. You enabled Trump and the #January6thInsurrection. You should be in solitary confinement for life.",DonkeySnort
67,2022-07-29 23:59:28+00:00,@NewbieHoward @DrVirgo1981 @JustJoshinNH Isn’t trumps wall racist? https://t.co/Enk0Ca88qI,cloptinothe
68,2022-07-29 23:59:28+00:00,Trump says 'nobody's gotten to the bottom of 9/11' while hosting a Saudi-funded golf tournament https://t.co/RDyXBEbRG8 via @businessinsider,MaryJan28337231
69,2022-07-29 23:59:27+00:00,@Jim_Jordan Trump would lie about it. He would call it fake news https://t.co/U7I4pUdbaE,ThunderStoirm
70,2022-07-29 23:59:27+00:00,@Joyismymidlname @SenatorLankford And Trump wanted to bomb Mexico!,gilmourquest
71,2022-07-29 23:59:27+00:00,"@MamaMJ34 @jgb00m @GOP That time Trump called veterans “losers” and “suckers”

He was actually speaking for the GOP as a whole",DadaBaseThought
72,2022-07-29 23:59:26+00:00,"@Uncommonlyright @Toasterboast @bennyjohnson You can’t be serious? 
Trump himself said he doesn’t take responsibility for anything. 😀
That is some major gaslighting though man, kudos.",MattTho02629401
73,2022-07-29 23:59:26+00:00,@Jim_Jordan 4 years from now headlines... Trump and his band of Robbers leads to the death of the GOP.. way to go Jimmy good work!,dougreed22
74,2022-07-29 23:59:25+00:00,See? Trump isn’t anti-gay! He hired a drag queen to be his attorney! https://t.co/a3tgmnz8GD,yikesgay
75,2022-07-29 23:59:24+00:00,Rusty Bowers defied Donald Trump – what happens now? https://t.co/hcDRdEEubl,AshishG99626361
76,2022-07-29 23:59:24+00:00,"Rusty Bowers defied Donald Trump - what happens now?: The political fate of a ""nobody"" Republican will reveal a lot about the ex-president's future too. https://t.co/VDSgief7CB https://t.co/CDZz86aqKh",VCNnews
77,2022-07-29 23:59:24+00:00,@chaneliman @Its_Ya_Dawg @GoblinArmy4 @crypto_trumps @CompBrosCrypto,BryanMyBoy2
78,2022-07-29 23:59:23+00:00,@AdamKinzinger Narcissistic abusers tend to have Flying Monkeys.. Trump has turned members of congress and a legion of civilians into them. Keep up what you're doing.,brianmackinney
79,2022-07-29 23:59:23+00:00,"@KariLake @seanhannity Seriously want to know why Trump people are going after Trumps political allies (Hannity, Dr. Oz) for being dishonest(rightfully so) but Trump doesn’t get any of that ire. Guilty by association at least. Give me something.",_InfiniteZeal
80,2022-07-29 23:59:23+00:00,"so, adam shitt.. where is your evidence of Russian Collusian you had in that little white envelope that you lied about?????  Are we to take you seriously now?!!?!?!  You're are LIAR... January 6 is a BULLSHIT SCHEME... agains former President Trump just because you are such hat https://t.co/wzWSx5aqoL",KitchensMilo
81,2022-07-29 23:59:23+00:00,@DearAuntCrabby All I have to say about this is this🖕🏿🖕🏿🙁🙁☹️☹️👎🏻👎🏻is still my reply to Donald Trump!!,Bronco823
82,2022-07-29 23:59:23+00:00,All this to stop Trump. Our nation circling the drain in front of our eyes. https://t.co/xRGVe2skOB,ForJustice4all
83,2022-07-29 23:59:22+00:00,@MichelAlonzoD Donald Trump come back 2024,DANIELSANTOS_LG
84,2022-07-29 23:59:22+00:00,@jimsilpeg @lcatboonies @RonFilipkowski As if trump could even get on one,Pfredp
85,2022-07-29 23:59:22+00:00,"@JRMajewski Patching a few open spots is not ""finishing Trump's wall"" LOLOLOL https://t.co/lbJAKXJsR8",barnelvo
86,2022-07-29 23:59:21+00:00,@donwinslow @January6thCmte The DOJ would rather keep his job than give us and our Country the Justice it deserves. Merrick Garland would rather keep his job than prosecute Donald Trump and all his friends.,Sunshineonetwo
87,2022-07-29 23:59:21+00:00,"@robreiner Agree with you a lot, especially re Trump, and Biden gets a bit of a bad rap, but your “best in 60 years” statement is radical and over the top.",kennygib61
88,2022-07-29 23:59:20+00:00,"@GWOTPimp @adelasters @silasdhouse Well that’s what trump did during the massive forest fires in California.
Come at me 🥱",wcsek
89,2022-07-29 23:59:20+00:00,"This economic situation is not the work of Biden ,it’s all the work of the Trump administration,stop making shit up https://t.co/Fl46bL3OHe",PeroNasteski
90,2022-07-29 23:59:19+00:00,@whocaresMD @Dexter1951a @TheLeoTerrell Interesting analysis. You must have a lot of extra money saved from when Trump was in office to be able to pay Biden admin. bills. Gas alone breaking the majority of Americans.,katrina4real1
91,2022-07-29 23:59:19+00:00,"Yep, this is Loser Trump! https://t.co/9emIzjZOmo",Hadso1229
92,2022-07-29 23:59:18+00:00,"@KarmaBull2 @Brokeback_Boo @ol_boat343 @LoudLoserLaffin @DavidSacks Whole nation remembers Biden urging the nation to maskup, get vaccinated to prevent unnecessary illnesses and deaths, hurting the economy, burdening hospitals, unlike Trump who downplayed the risk of the virus, causing unnecessary deaths, collapsing the economy, causing recession",Factschaser
93,2022-07-29 23:59:18+00:00,@JimCrickets2 @redseat9 @davidmweissman You’re literally deepthroating Trump in these replies despite him hosting the Saudis. MAGA my ass.,EnragedTofu1
94,2022-07-29 23:59:17+00:00,@alawaiman @kelsen1414 @MayoIsSpicyy Trump still could be in 2 years...Oh God  People like this  https://t.co/OlowYse0TG https://t.co/OvTUgkE2oI,Who_MeKitty
95,2022-07-29 23:59:17+00:00,"@glennkirschner2 I trust none of them. Liars all! You see Miller said one thing to the committee under oath, then got on FoxNewsNetwork and lied about trump ordering troops.",ladybuck44
96,2022-07-29 23:59:15+00:00,"@UROCKlive1 @duty2warn Yep! If we get the truth about 30% of the damage DFG &amp; @GOP did we will be lucky. Our government will do all it can to limit the damage from DFG and Republicans, but they will bury most of it to stop us from looking even dumber than we already look for having a tRump Presidency.",JoeMomma833
97,2022-07-29 23:59:15+00:00,@Trump_Detester 100%,pixiedust67
98,2022-07-29 23:59:14+00:00,"it’s not a recession until after the midterms. 

either way it’s Putin, Trump and Bush’s fault.  

also Reagan … for sure him. https://t.co/HVU8feAa5O",RichMartzCafe
99,2022-07-29 23:59:14+00:00,@Footboudreaux @TheBirdWords @alexbruesewitz @RepLindaSanchez Like Trump?,TraceTrades1
100,2022-07-29 23:59:13+00:00,"@Javierito321 Yo la entiendo a ella, hacia donde quiere llevar el concepto que ella tiene de Trump por ser una persona con una personalidad fuerte, lo asocia a dictadura.

Pero lo de Biden, no tiene sentido para nada. ¿A quien le gusta trabajar para dárselo al gobierno? A NADIE.

Así que...",cagua_pasivo_13
101,2022-07-29 23:59:13+00:00,"'Americans deserve to be safe': House passes assault weapons ban that has little chance in Senate #SmartNews they won’t protect the vets , frankly their now against democracy, remember trump had decades of Putin n loved Hit repos spent 4th July in Russia https://t.co/7osOys9pja",lojuda57
102,2022-07-29 23:59:13+00:00,@seanhannity “The Jan. 6 select House committee on Thursday revealed text messages that show Fox News host Sean Hannity played a more direct role in crafting the Trump administration's response to the attempted insurrection than previously known.’ https://t.co/7RAHpgXvvP,msanchez78114
103,2022-07-29 23:59:13+00:00,@DARoss_USA1 Laughable. They lost in every single court with many conservative and Trump appointed judges.,CincinnatiJames
104,2022-07-29 23:59:13+00:00,@POTUS You waste more time on Twitter than Trump ever did.,SandToad
105,2022-07-29 23:59:12+00:00,"Photos show Ivana Trump's grave at Trump National Golf Club in Bedminster, NJ.

""The grave is in a place where golfers would not see it as they tee off for a round of golf. The small section of the club is below the backside of the first tee."" https://t.co/CgUsttkQIZ",DonnaRapado
106,2022-07-29 23:59:11+00:00,"Yes.

All this labor shortage talk about ""people not wanting to work these days"" (with UE super low) is just kids-these-days BS.

What actually happened is our immigration numbers went way down due to Trump and then COVID. https://t.co/sd0za1pnmM",jeremysmith
107,2022-07-29 23:59:11+00:00,@astoryweaver @OccupyDemocrats I LOVE how few people call him President just Donald Trump or Mr Trump 🤮,gildarnell
108,2022-07-29 23:59:10+00:00,"@NconsAKAuential @BidensStairCase @JoJoFromJerz Pick one Fox topic you disagree with and disclose it.  
How about Joe Biden’s attack on Fossil Fuel that has caused near doubling of fuel cost.  Is that good for the U.S.A when we account for only 7% of all the land mass of the earth?  We were energy independent under Trump btw.",Rightysneedlove
109,2022-07-29 23:59:09+00:00,@CBSNews Oh I hope they try to prosecute Trump. An Indictment of an ex-President will set the DEMOCRATS back for decades once the GOP regains power.,timothyliddle
110,2022-07-29 23:59:09+00:00,@CBSNews @KellyannePolls wants DeSantis to announce first. She is anti-Trump now.,WestrnDemocracy
111,2022-07-29 23:59:08+00:00,"@Redsoxwillwin21 @mv_negra2 @razapatac @filomeno_trumps @ivanfsilva01 @franherr63 Raspáo...!!!👌🤦
😂😂😂",FranJ2303
112,2022-07-29 23:59:08+00:00,@LeaderMcConnell @POTUS @GovAndyBeshear trump is stopping by to throw out rolls of paper towels.,AnneBradbury5
113,2022-07-29 23:59:06+00:00,"Trump listened to the rally happening next to the White House on Jan. 5, calling staffers in to share his excitement. Jan6Justice https://t.co/kk52hxmc3E",jilevin
114,2022-07-29 23:59:05+00:00,"And ban assault weapons. What did you bring to the table Marsha? More bitching stew. How the hell did you get elected. Btw, did you take tweet lessons from Trump? Furthermore,  show your constituents what you did, instead of bitching about Democrats on Twitter. https://t.co/BEPv2r2agY",Tombug9221
115,2022-07-29 23:59:04+00:00,BBC Alert! Rusty Bowers defied Donald Trump - what happens now? https://t.co/Pd5bDeA8yx https://t.co/SiFnm1U0oq,theluckyman
116,2022-07-29 23:59:03+00:00,@gado_lima @nypost I kicked my toe …it also was trumps fault 😂😂😂,brap4dayz
117,2022-07-29 23:59:02+00:00,@thedings27 @jrock118 @schm33ky @Zac_Petkanas Beat Trump.,JayLock30
118,2022-07-29 23:59:02+00:00,"@hopewalker @kevinomccarthy @SCGOP @GOPLeader “I’ve had it with this guy. What he did [on January 6th] is unacceptable. Nobody can defend that and nobody should defend it.” 
-@GOPLeader on Donald Trump https://t.co/mbucAi8guw",bellboy905
119,2022-07-29 23:59:02+00:00,@LuBu24601 @Traveler3906 @August_West_GD @BobTheNewshound @FDRLST Most people voted for Hillary. Trump became president instead.,jcraven22420
120,2022-07-29 23:59:01+00:00,"Biden:  we are not in a recession.        Trump:  greatest economy of all time. Biden may be wrong, but at least he wasn’t lying about it.",josephblora
121,2022-07-29 23:59:01+00:00,This is the kind of title you get when self-interest trumps self-awareness. https://t.co/oOFRnGL6gb,SalvageProdns
122,2022-07-29 23:59:01+00:00,@thehill The USA definitely isn’t making similar mistakes as in the past returning a GOP POTUS back into the WH. Media doesn’t have the guts to write Donald Trump Sr is a political aberration. Trump only became US POTUS45 due to a lull in Democratic turnout. That mistake won’t be repeated,IrvingFordham
123,2022-07-29 23:59:00+00:00,"Kamala Crashes And Burns In Europe Peace Talks  #MAGA #TRUMP2024 #Trump

https://t.co/zJZcCXgK9a",Theboveed
124,2022-07-29 23:58:59+00:00,@MollyJongFast The new IVANA BUNKER at the Trump rented golf course.,gerryh1586
125,2022-07-29 23:58:59+00:00,"Trump didn’t Lose.
Our Country did!
Amazing how quickly Democrats destroyed a Great Economy &amp; Peace with other Countries.
Just what the goal was. https://t.co/1w4qO9d7DI",BarbGallagher4
126,2022-07-29 23:58:58+00:00,"@BonginoReport Bongino Report is a trashy republican propaganda organization that posts political lies, false accusations, and propaganda in hope of political gain.This criminal organization supported the failed coup on the U.S. Govt. that was based on traitor trump's Big Lie.",Awesome26340342
127,2022-07-29 23:58:58+00:00,@patriottakes 3. a private and personal decision not to be made by any state. The Supreme Court was wrong to overturn Roe. It is because of the unfairness of the Conservatives/Trump loyalists on the court. They decided to force their same views and opinions on all pregnant women/teens.,AllyFunAuntof3
128,2022-07-29 23:58:57+00:00,@MollyJongFast Waiting for a meme of Trump teeing off on it.,ValerieJWood
129,2022-07-29 23:58:57+00:00,"BREAKING: The last surviving member of Teddy Roosevelt's Bull Moose Party has offered their party's presidential nomination to Donald Trump, and is encouraging him to run against the GOP.",HalfwayPost
130,2022-07-29 23:58:56+00:00,Oh my gosh I can’t believe you actually took credit for that. Trump had already Taking care of the insulin problem  then Biden signed an E0 now you guys are saying that you’re lowering it again wow https://t.co/uJcnfByYUM,JustMewideawake
131,2022-07-29 23:58:56+00:00,"Trump never misses a beat. He has a golf course where you can play ""one in a hole and a hole in one"" at competitive rates. https://t.co/r6DTWlEm0E",bachblues2
132,2022-07-29 23:58:56+00:00,"And it violates @OathsOfOffice @SenSchumer, ever think you should be impeaching @GOP in violation of their #Oaths? So far, you're showing #America that #Oaths don't matter at all. Without @GOP who honorerd their #Oaths, #Trump's coup would have succeeded. #Oaths MUST count! https://t.co/kBkqOMSr5C",dianbroekn
133,2022-07-29 23:58:55+00:00,"@Amy_Siskind Trump FIXED the VA and provided Doctor Choice which saves lives every week since 2017. 
Uhhh, yeah.... Republican.",boyd_hb
134,2022-07-29 23:58:54+00:00,"@johnbnotch @MayoIsSpicyy Sounds like you are trying to blame someone without really knowing about economics or about what is causing all this hardship.
Typically a Trump (blinded) follower.",WriterJan
135,2022-07-29 23:58:54+00:00,@LeeMarv35685900 You're talking about the riot that started an hour before Trumps rally ended? Weren't all the trumpers at the rally though?,Elon4freespeech
136,2022-07-29 23:58:54+00:00,"Trumps 3 oldest kids,All make 13 million each!Because of the Washington Hotel🏨Sale!But hey! Hunter!When are Republicans going to get wiser?Republican Politicians are using you!They do nothing,for you,and never will!Trump added,over 7 Trillion to the,National debt!😱for the 1%!😳",EdwardCaddis
137,2022-07-29 23:58:54+00:00,"If you missed the full list of 84 traitors who signed on to be 'fake' electors to abet Trump, et al's felonious conspiracy to obstruct Congress' certification of Biden's 2020 election, here it is - in 1 easy location: https://t.co/vRXzEzuxfM If able, let them know you know.",Thrasybalus
138,2022-07-29 23:58:52+00:00,There's this really weird narrative that banning Trump or righties stops extremism and is good despite the fact that independents overwhelmingly hated Trump's tweets and the more they heard the less they liked him,cxxkmxnster
139,2022-07-29 23:58:51+00:00,@mouwdogg @Margari77581206 @ACTBrigitte @GOP Trump’s final approval rating of 34% is the same received by Presidents George W. Bush and Jimmy Carter in their final Gallup polls. Truman was the lowest at 32%.,Mateya_K
140,2022-07-29 23:58:49+00:00,@OscarVReuenthal @PeachesSabIII @Catsorange1 I legitimately don’t see why they wanna prosecute Trump. Besides to keep him from running again it would throw this country into a likely civil conflict. Also Biden is far below where trumps disapproval was https://t.co/WZCHG36usD,sorrowen
141,2022-07-29 23:58:49+00:00,@IngrahamAngle No because trump** is one of them. Only trump** is a dictator wannabe,Shirley71841528
142,2022-07-29 23:58:49+00:00,@SCPBP1 @newsmax So she’ll call them on their own creation. But wouldn’t call them when a sitting President requested. Guess President Trump should’ve ruled like this installation running things.,imafeelin2
143,2022-07-29 23:58:49+00:00,@marrs_edward Yes he is so much worse than trump and nominated by a republican. Never will be able to trust a republican again,mysticmuck00
144,2022-07-29 23:58:48+00:00,where tf is trump at he would’ve BEEEEEN shut us down! That monkeypox is crazy,Ashicotton
145,2022-07-29 23:58:48+00:00,"Ex-Trump Cabinet member reveals what Jan. 6 committee asked him https://t.co/cD4UoYWbh4 

Mulvaney says the Committee is “bias” and no one is there for the Other (Trump’s) side???
That would be people like you Mick! What an Idiot!!!
Other Side is welcome Under Oath @MickMulvaney",TexasSports19
146,2022-07-29 23:58:47+00:00,"I just found out that New Jersey law exempts land used for cemetery purposes from income, sales, and use taxes. So trump having Ivana buried at his golf course is just another scam to avoid paying taxes! What a despicable asshole!",715popi561
