,date,content,username
11,2022-07-29 23:47:44+00:00,"@danibannani7777 @MatsonCade @YouTube I understand abuse, especially narcissistic abuse, all too well thank you, as do a huge number of Depp supporters. And no, I wasn't a fan of Johnny Depp, nor watched any of the pirate movies, I do admire &amp; empathise with what he's been through. #AmberHeardIsALiar #AbuseHoax",BlisteringBarn1
12,2022-07-29 23:46:32+00:00,"even the bees object🐝🐝🐝🐝 #amberheardIsALiar💩🐝

#AmberHeardlsAnAbuser 💩🐝
#AmberHeardIsFinished 💩🐝
#AmberHeardDeservesPrison 💩🐝

#JohnnyDeppWillWinAgain ❤️🏴‍☠️
#JohnnyDeppIsASurvivor ❤️🏴‍☠️
#JohnnyDeppWon ❤️🏴‍☠️
#JohnnyDeppGotJustice ❤️🏴‍☠️ https://t.co/Q8hePAcv1e",Havasuboo
13,2022-07-29 23:46:13+00:00,"@leemarie1300 even the bees object🐝🐝🐝🐝 #amberheardIsALiar💩🐝

#AmberHeardlsAnAbuser 💩🐝
#AmberHeardIsFinished 💩🐝
#AmberHeardDeservesPrison 💩🐝

#JohnnyDeppWillWinAgain ❤️🏴‍☠️
#JohnnyDeppIsASurvivor ❤️🏴‍☠️
#JohnnyDeppWon ❤️🏴‍☠️
#JohnnyDeppGotJustice ❤️🏴‍☠️",Havasuboo
14,2022-07-29 23:44:56+00:00,@ab_allen1 @realamberheard #AmberHeardIsALiar,Anneb3kids
15,2022-07-29 23:43:00+00:00,"@LeaveHeardAlone #AmberHeardlsAnAbuser 
#AmberHeardIsAHusbandBeater 
#AmberHeardDeservesPrison 
#AmberHeardIsALiar 
#amberheardisanarcissist 
#AmberHeardCommittedPerjury 
#amberheardisapsychopath",lowyencar
16,2022-07-29 23:42:28+00:00,"#unsealed Once again, her and her council lies exposed! #AmberHeardIsALiar #JohnnyDeppWillWinAgain #AmberHeardlsAnAbuser https://t.co/wmMS2ugsq8",SalemW_91
17,2022-07-29 23:41:45+00:00,#AmberHeardIsFinished #AmberHeardlsAnAbuser #AmberHeardDeservesPrison #AmberHeardIsAHusbandBeater #AmberHeardIsALiar #AmberHeardIsAWifeBeater https://t.co/99iaav1nql,maccardisanders
18,2022-07-29 23:40:06+00:00,"@purpleforamber #AmberHeardlsAnAbuser #AmberHeardDeservesPrison #AmberHeardIsALiar 

We all watched that trial, stop trying to pretend it didn’t happen.",AmberTurdStinky
19,2022-07-29 23:38:49+00:00,@Radical_mayo #AmberHeardIsALiar https://t.co/dNFv1L1nfo,alma11328
20,2022-07-29 23:37:57+00:00,"@Radical_mayo #AmberHeardIsFinished 
#AmberHeardlsAnAbuser 
#AmberHeardIsAHusbandBeater 
#AmberHeardIsALiar 
#JohnnyDeppWonAgain",alma11328
21,2022-07-29 23:37:19+00:00,@jaybee556677 She's certifiable &amp; a known donation scammer. Monetizing other people's trauma experiences &amp; triggering real survivors of child sexual abuse. Lowlife fraud. #AmberHeardIsALiar #AbuseHoax  #AmberHeardIsAnAbuser #JohnnyDeppWillWinAgain #JohnnyDeppIsASurvivor #AmberHeardIsFinished,BlisteringBarn1
22,2022-07-29 23:35:20+00:00,@TWhoooooooo No audio of #JohnnyDepp ever saying he DID heinous things to #AmberHeardIsALiar except trying to de-escalate her initiating physical fights by leaving her presence ...,JohnnyDeppBot
23,2022-07-29 23:34:01+00:00,"The mental gymnastics these Turd Stains do knows no bounds!
#AmberHeardlsAnAbuser 
#AmberHeardIsALiar 
#AmberHeardIsAPsychopath https://t.co/nHzXJbQ6uh",umana_luis
24,2022-07-29 23:33:27+00:00,"@LauraBockov I truly didn't think I could dislike AH any more, but these new docs and here it is... somehow even more repulsion and disdain for that MONSTER!!! #ScamberTurd #amberturd #AmberHeardIsALiar #DarvoTurd #AmberHeardDeservesPrison",Zee28___
25,2022-07-29 23:30:20+00:00,"@thefagchef it's actually funny because you think I'm mad, and just like #AmberTurd, you're projecting your own bullsh*t onto me, whch means you're mad 😂😂😂
#AmberHeardIsFinished #AmberHeardIsAnAbuser #AmberHeardIsALiar #JohnnyDeppWillWinAgain #AbuseHoax https://t.co/kzvG09OwFK",BlisteringBarn1
26,2022-07-29 23:25:51+00:00,#AmberHeardlsAnAbuser #AmberHeardIsALiar #AmberHeardDeservesPrison https://t.co/qk4Nmofjc7,franjon41977690
27,2022-07-29 23:22:10+00:00,@hawaiianvalent @gglovehewit + all💸💲 she got before and during their marriage😱! Imagine when she discovered #JohnnyDepp was going to leave her and she knew she  wasn't going to be getting anymore from him. The likes of #evefartblow May have fueled ⛽  her getaway ideas. #AmberHeardIsALiar&amp; hurrible.,Saxifrage1
28,2022-07-29 23:22:07+00:00,"Thank you, Johnny!!!!🙏💓 #JohnnyDeppWon #AmberHeardIsALiar https://t.co/sUe79ClZ1R",IceQueenCherie
29,2022-07-29 23:19:43+00:00,"#ElaineBredehoft rn realising what publicly releasing 1000s of pages of new court information means lol 😂🤡

👇👇👇👇👇👇👇
#AmberTurd 
#AmberHeardIsFinished 
#AmberHeardlsAnAbuser #AmberHeardIsALiar #AmberHeardIsAGoldDigger #AmberHeardCommittedPerjury 
#ElaineBredehoftisALiar https://t.co/qj1zmqVKpV",SmartAlexGenX
30,2022-07-29 23:18:26+00:00,@purpleforamber #icantstandamberheard #amberheardisanabuser #amberheardisaliar #ambershitthebed,Sandy_GKB
31,2022-07-29 23:18:11+00:00,"Arrrgghhh!!!!🤪🤪
#AmberHeardIsALiar did NOT win the #corrupt UK Trial
But it's the only thing her oblivious minions have to keep up their #IStandWithAmberHeard campaign - to blind to see 🤣
#AmberHeardIsFinished #AmberHeardCommittedPerjury
#JohnnyDeppWillWinAgain #johnnydepp",ButterflyBabes5
32,2022-07-29 23:17:32+00:00,This Texas EQUINE Veterinarian Amber? #AmberHeardIsALiar  #AmberHeardIsFinished https://t.co/XbCmJYVPA9,PixelatedKat
33,2022-07-29 23:16:43+00:00,"@mirandadevine Sounds like an Amber Heard fact! ‘well he broke my nose ‘ as apposed to  ‘it felt like i had broken my nose’ with no medical evidence to back it up!  #AmberHeardIsALiar  #MeghanMarkleisaLiar   Same types , different packages!",snoozlessnow
34,2022-07-29 23:14:18+00:00,#AmberHeardIsALiar https://t.co/kyk37ltKAZ,RiannNJ
35,2022-07-29 23:13:41+00:00,"The one that perfectly fits all the patterned characteristics of a person diagnosed with two, narcissistic personality disorders. 

#AmberHeardIsAnAbuser #amberheardisapsychopath #AmberHeardIsALiar #JohnnyDeppKeepsWinning https://t.co/LVUkcl36jT",OliverPeed
36,2022-07-29 23:09:44+00:00,"I'm confused how you're considered a bot if you just started a Twitter or only post certain things. I only got a Twitter account because of the depp trial. I'm not gonna update you all on my life on Twitter. That's what fb is for.
#AmberHeardIsALiar 
 #AmberHeardIsFinished",HeatherHart7717
37,2022-07-29 23:09:08+00:00,#AmberHeardIsALiar https://t.co/UjyawpEwMZ,Nikita7085
38,2022-07-29 23:08:53+00:00,#darvoturd #AmberHeardlsAnAbuser #AmberHeardIsFinished #AmberHeardIsALiar #AmberHeardDeservesPrison https://t.co/kYkjDcRT1g,remora256
39,2022-07-29 23:08:38+00:00,#AmberHeardIsALiar https://t.co/0W689ojdNm,Nikita7085
40,2022-07-29 23:05:55+00:00,So the #amberstans main evidence being the texts from Stephen deuters are fake it seems…once again proving that #AmberHeardIsALiar still believe her??? #AmberHeardIsFinished https://t.co/DTUU4tVTmS,Karley7963
41,2022-07-29 23:02:17+00:00,"@Iris2465 @VogueLifePk #AmberHeardIsALiar #AbuseHoax #AmberHeardIsALiar #AmberHeardIsAnAbuser #JohnnyDeppWillWinAgain #JohnnyDeppIsASurvivor

Why Amber Heard’s Fate Is So Compelling https://t.co/wuEg5IMkyW via 

@YouTube",BlisteringBarn1
42,2022-07-29 23:01:47+00:00,"@ironicchintz @amtstuff @sizzledp50 #AmberHeardIsALiar #AbuseHoax #AmberHeardIsALiar #AmberHeardIsAnAbuser #JohnnyDeppWillWinAgain #JohnnyDeppIsASurvivor

Why Amber Heard’s Fate Is So Compelling https://t.co/wuEg5IMkyW via 

@YouTube",BlisteringBarn1
43,2022-07-29 23:01:40+00:00,@leslie_i_am_ #AmberHeardIsALiar Thats not true...She has her money under her pillow...,Garda1782
44,2022-07-29 23:01:25+00:00,"@tindalosion #AmberHeardIsALiar #AbuseHoax #AmberHeardIsALiar #AmberHeardIsAnAbuser #JohnnyDeppWillWinAgain #JohnnyDeppIsASurvivor

Why Amber Heard’s Fate Is So Compelling https://t.co/wuEg5IMkyW via 

@YouTube",BlisteringBarn1
45,2022-07-29 22:58:53+00:00,"#AmberHeardIsALiar #AbuseHoax #AmberHeardIsALiar #AmberHeardIsAnAbuser #JohnnyDeppWillWinAgain #JohnnyDeppIsASurvivor 

Doctor Dawn Hughes Says Johnny Depp Was Mentally and Physically Abused !! https://t.co/CgwDn99Nn0 via @YouTube https://t.co/ZmOy2V3ZDu",BlisteringBarn1
46,2022-07-29 22:57:41+00:00,@ab_allen1 #AmberHeardIsALiar #AbuseHoax #AmberHeardIsALiar #AmberHeardIsAnAbuser #JohnnyDeppWillWinAgain #JohnnyDeppIsASurvivor Doctor Dawn Hughes Says Johnny Depp Was Mentally and Physically Abused !! https://t.co/CgwDn99Nn0 via @YouTube,BlisteringBarn1
47,2022-07-29 22:56:37+00:00,@purpleforamber #AmberHeardIsALiar,FryingPan67
48,2022-07-29 22:56:29+00:00,"@tindalosion AmberHeardIsALiar #AbuseHoax #AmberHeardIsALiar #AmberHeardIsAnAbuser #JohnnyDeppWillWinAgain #JohnnyDeppIsASurvivor
Compilation Documentary of Johnny Depp's Heartbreaking life w/ Amber Hea... https://t.co/KdWbzof5PX via @YouTube",BlisteringBarn1
49,2022-07-29 22:56:17+00:00,"@Smile1836 #AmberHeardIsALiar #AbuseHoax #AmberHeardIsALiar #AmberHeardIsAnAbuser #JohnnyDeppWillWinAgain #JohnnyDeppIsASurvivor
Compilation Documentary of Johnny Depp's Heartbreaking life w/ Amber Hea... https://t.co/KdWbzof5PX via @YouTube",BlisteringBarn1
50,2022-07-29 22:56:00+00:00,"@Smile1836 @danibannani7777 AmberHeardIsALiar #AbuseHoax #AmberHeardIsALiar #AmberHeardIsAnAbuser #JohnnyDeppWillWinAgain #JohnnyDeppIsASurvivor
Compilation Documentary of Johnny Depp's Heartbreaking life w/ Amber Hea... https://t.co/KdWbzof5PX via @YouTube",BlisteringBarn1
51,2022-07-29 22:55:50+00:00,"@Smile1836 @LeaveHeardAlone AmberHeardIsALiar #AbuseHoax #AmberHeardIsALiar #AmberHeardIsAnAbuser #JohnnyDeppWillWinAgain #JohnnyDeppIsASurvivor
Compilation Documentary of Johnny Depp's Heartbreaking life w/ Amber Hea... https://t.co/KdWbzof5PX via @YouTube",BlisteringBarn1
52,2022-07-29 22:54:16+00:00,"@LauraBockov @TheNamesQ @ChristinaPykles I don't believe ANYTHING she says. 

#AmberHeardlsAnAbuser 
#AmberHeardDeservesPrison 
#AmberHeardIsALiar 
#ElaineBredehoftisALiar 
#ElaineBredehoftShouldBeDisbarred

These two are horrible people.",clhpearl
53,2022-07-29 22:53:39+00:00,@Smile1836 AmberHeardIsALiar #AbuseHoax #AmberHeardIsALiar #AmberHeardIsAnAbuser #JohnnyDeppWins Doctor Dawn Hughes Says Johnny Depp Was Mentally and Physically Abused !! https://t.co/CgwDn99Nn0 via @YouTube,BlisteringBarn1
54,2022-07-29 22:53:23+00:00,@Smile1836 AmberHeardIsALiar #AbuseHoax #AmberHeardIsAGoldDigger #AmberHeardIsAnAbuser #JohnnyDeppWins Doctor Dawn Hughes Says Johnny Depp Was Mentally and Physically Abused !! https://t.co/CgwDn99Nn0 via @YouTube,BlisteringBarn1
55,2022-07-29 22:51:54+00:00,"@thefagchef #AmberHeardIsFinished #AmberHeardIsAnAbuser #AmberHeardIsALiar #JohnnyDeppWillWinAgain 

Doctor Dawn Hughes Says Johnny Depp Was Mentally and Physically Abused !! https://t.co/CgwDn99Nn0 via @YouTube",BlisteringBarn1
56,2022-07-29 22:50:25+00:00,"@thefemagend @NDinEngland @GenevieDEPP @Seadimo20607315 @alma11328 @michelle_lately #AmberHeardIsALiar
#AmberHeardlsAnAbuser
#JohnnyDeppWon
Im done, with your nonsense.
Have a nice day",FryingPan67
57,2022-07-29 22:47:29+00:00,"@tindalosion #AmberHeardIsAnAbuser #AmberHeardIsALiar #AmberHeardIsAHusbandBeater #JohnnyDeppWon #JohnnyDeppWillWinAgain #JohnnyDeppGotJustice #MoveOn 
https://t.co/KdWbzof5PX via @YouTube",BlisteringBarn1
58,2022-07-29 22:42:42+00:00,"She worked really hard to use the ""stripper"" comments against JD, claiming that they weren't true and that he made it up to be abusive. Ohp
#AmberHeardIsALiar #AmberHeardDoesNOTSpeakForMe https://t.co/riMFNeLUOy",strugglena
59,2022-07-29 22:41:36+00:00,Turdlets right now #AmberHeardlsAnAbuser #AmberHeardIsFinished #DarvoTurd #AmberHeardIsAHusbandBeater #AmberHeardIsALiar https://t.co/1GxPROkP2G https://t.co/Hsz4v7i2N4,itsminimunchkin
60,2022-07-29 22:36:45+00:00,"@Adeer1 @NatetheLawyer But, being a stripper: No pants on fire.
That’s why she believes she can get away with it.
#AmberHeardlsAnAbuser #AmberHeardIsAWifeBeater #AmberTurd #AmberHeardIsALiar",GlobusShillus
61,2022-07-29 22:33:13+00:00,"@sizzledp50 Looking for an I she #wedontneedyouamber #AmberHeardIsALiar 
#AmberHeardlsAnAbuser 
#AmberHeardDeservesPrison 
#AmberHeardlsApsychopath",DavidKa53586280
62,2022-07-29 22:28:21+00:00,@ForeverWyno #amberheard doesnt understand the #truth much less paying for any thing herself . It is not the same when another person or business  pays for something in your name vs paying for it yourself from money you earned.  #AmberHeardIsFinished #AmberHeardIsALiar #JohnnyDeppIsASurvivor,lisakayemundy
63,2022-07-29 22:22:25+00:00,"Now that everything is #unsealed - Dear supporters of the defendant: Read, understand, feel ashamed, shut up. #JohnnyDeppWillWinAgain #AmberHeardIsALiar",frau_two
64,2022-07-29 22:22:12+00:00,#unsealed #AmberHeardlsAnAbuser #AmberHeardIsFinished #AmberHeardDeservesPrison #AmberHeardIsALiar #AmberTurd #AmberHeardIsAnAbuser #NeverFearTruth #AbuseHasNoGender #JohnnyDeppWillWinAgain #JohnnyDepp #Deppvsheard #boycottaquaman2 https://t.co/nHEWeJlreP,voicesoftruth
65,2022-07-29 22:21:52+00:00,@TheNamesQ #AmberHeardIsALiar,naa0011
66,2022-07-29 22:21:16+00:00,"Truth will out.

#JohnnyDeppWillWinAgain 
#AmberHeardIsALiar https://t.co/SAQoPuBonD",Jennife55250905
67,2022-07-29 22:18:28+00:00,TURD HAS FILED FOR BANKRUPTCY 🥳🥳 Things you love to know. #AmberHeardIsFinished #AmberHeardIsALiar #AmberHeardIsBroke,rosiexdollface
68,2022-07-29 22:16:52+00:00,That's because #AmberHeardIsALiar and #JohnnyDeppKeepsWinning!! https://t.co/mS9Q8YkXIk,Jamjari8
69,2022-07-29 22:15:14+00:00,"@evilbabesonly No.
For 6 years we believed her.
Then there was a trial.
We saw and heard the evidence.
#AmberHeardlsAnAbuser 
#AmberHeardIsALiar 
#JohnnyDeppIsASurvivor",Trixilin91
70,2022-07-29 22:10:45+00:00,"@__ayeshaaaaa For 6 years we believed the DV accusations.
There was a trial.
We saw the evidence.
We no longer believe there was DV as she claimed.
#AmberHeardlsAnAbuser
#AmberHeardIsALiar 
#JohnnyDeppIsASurvivor",Trixilin91
71,2022-07-29 22:09:28+00:00,"Literally NOBODY thought that. Everyone knows she didn’t want cameras in the courtroom - not only because her lawyers publicly spoke out against it before trial even started, but also because she had shit to hide. #AmberHeardIsFinished #AmberHeardlsAnAbuser #AmberHeardIsALiar https://t.co/0n9N1F4x34",AuntTeefah
72,2022-07-29 22:07:54+00:00,@Alitaharem Exactly they would be gloating and floating #AmberHeardIsALiar #JohnnyDeppWillWinAgain #JohnnyDeppWonAgain #johnnydepprocks,AisForAutism
73,2022-07-29 22:06:33+00:00,#AmberHeardIsALiar https://t.co/kcGWMQKCZa,UnbreakableMJ
74,2022-07-29 22:06:09+00:00,I love how it says mr depps mental condition is not at issue (unlike ms heards) 😂🤣 #AmberHeardlsAnAbuser #AmberHeardIsFinished #AmberHeardIsALiar #amberheardisapsychopath #JohnnyDeppIsASurvivor #JohnnyDeppGotJustice #IStandWithJohnnyDepp #JohnnyDeppWasFalselyAccused https://t.co/oL06ceSK7P,HailsLouis3
75,2022-07-29 22:05:32+00:00,"@b_sistah @StillmanJeff @Eve_Barlow You apparently didn’t understand what I said or the jury said. Amber wasn’t believable, just the facts. #AmberHeardIsALiar",susanshortbaco1
76,2022-07-29 22:01:25+00:00,"@leemarie1300 To finally watch #AmberHeard’s spectacular public downfall after all these years has been extremely gratifying tbh. 

I can only imagine that #JohnnyDepp would have to be EUPHORIC! ❤️🏴‍☠️

#AmberHeardIsFinished #AmberHeardIsALiar ##AmberHeardIsAnAbuser #AmberHeardIsAGoldDigger",SmartAlexGenX
77,2022-07-29 21:57:48+00:00,#AmberHeardIsAStripper #AmberHeardIsALiar #AmberHeardIsAHusbandBeater #JohnnyDeppWillWinAgain https://t.co/MP5uJScv0I,SofiaSantos84
78,2022-07-29 21:53:36+00:00,#AmberHeardIsALiar #AmberHeardIsAGolddiger #AmberHeardIsAHusbandBeater #AmberHeardIsFinished #JohnnyDeppIsASurvivor #JohnnyDeppWillWinAgain https://t.co/AkwgKV7v5x,SofiaSantos84
79,2022-07-29 21:52:16+00:00,".@wbpictures don't forget to remove #TheTurd!

#AmberHeardlsAnAbuser
#AmberHeardIsALiar
#AmberHeardIsFinished #AmberHeardIsAHusbandBeater #AmberHeardIsAWifeBeater #AmberHeardIsAHusbandBeater 

Remove AH from Aquaman 2 - Sign the Petition https://t.co/sUAWJC4BaS via @CdnChange",Kyky_MTL
80,2022-07-29 21:52:03+00:00,"Man EVERYTHING has been unsealed,6000 pages &amp; THIS IS JUST 1 LINE❗️❗️❗️ #AmberHeardlsAnAbuser #JohnnyDeppWasFalselyAccused #AmberHeardIsALiar #JohnnyDeppVsAmberHeard https://t.co/HwplwPM6e3",ImpurrfectLight
81,2022-07-29 21:42:14+00:00,"Depp v Heard documents have been unsealed and remember when #amberheardisaliar said her therapist notes in, shows that #ElaineBredehoftisALiar never really tried.  #johnnydepp #EveBarlowIsAJoke #andreaburkhart reviews. #AmberHeardlsAnAbuser more lies
https://t.co/hPTad1KGSe https://t.co/GlkUdlPeRr",1631DigitalNEWS
82,2022-07-29 21:36:37+00:00,I believe his words and that he spoke the truth about #DarvoTurd #AmberHeardlsAnAbuser #AmberHeardIsALiar #AmberHeardIsFinished https://t.co/dbFlLPGQuo,justice_maybe_
83,2022-07-29 21:35:47+00:00,Turd Stains have vision problems on top of their delusions. Poor babies. #DARVOHeard #AmberHeardlsAnAbuser #AmberHeardIsFinished #AmberHeardDeservesPrison #AmberHeardIsALiar #AmberHeardIsAGoldDigger #AmberHeardIsAHusbandBeater #AmberTurd https://t.co/O3bADVrluL https://t.co/cPSR1PSoPw,libsoy25
84,2022-07-29 21:33:17+00:00,#AmberHeardIsALiar  #AmberHeardDeservesPrison https://t.co/3j9QjHZaFA,Grace7671
85,2022-07-29 21:29:19+00:00,#JohnnyDeppKeepsWinning #JohnnyDeppWillWinAgain #AmberHeardIsFinished #AmberHeardIsALiar https://t.co/zBSPyFzWKN,Lamama1111111
86,2022-07-29 21:25:49+00:00,"#AmberHeardIsALiar 
#AmberHeardlsAnAbuser 
#JohnnyDeppWillWinAgain https://t.co/6CLel6TjY6",_RealWorld2021
87,2022-07-29 21:22:56+00:00,"The 🍒 on top AH filing for bankruptcy. Too bad for her she'll still need to pay JD. I wonder if it would absolve her responsibility to pay her insurance co if she looses that lawsuit? 

#AmberHeardIsBankrupt
#AmberHeardDeservesPrison 
#AmberHeardIsALiar 
#AmberHeardIsFinished https://t.co/yOYfxriMjv",angeleyez_010
88,2022-07-29 21:20:02+00:00,"@Kordes9 They should play the quote law and order puts on before an #episode, saying that the story wasn't based on any #true story when they show #amberheard testimony on #television. #LawAndOrder 

#AmberHeardIsALiar #AmberHeardIsFinished",Film86Girl
89,2022-07-29 21:18:02+00:00,"#AmberHeardIsFinished #JohnnyDeppKeepsWinning 
#AmberHeardlsAnAbuser #AmberHeardIsALiar 
#AmberHeard  IS. A. MONSTER. https://t.co/vQGYpIwArA",BluJayK
90,2022-07-29 21:15:10+00:00,"#AmberHeardlsAnAbuser
#AmberHeardIsALiar
#AmberHeardIsFinished https://t.co/8W7uAT4cJ6",JD_Land44
91,2022-07-29 21:12:43+00:00,"Cannot wait to dive in to these bad boys! Friday night wine and unsealed Amber Heard documents. 

Delicious! 💕

#JohnnyDeppWillWinAgain #AmberHeardIsFinished #AmberHeardlsAnAbuser #AmberHeardIsALiar #JohnnyDeppKeepsWinning https://t.co/Ie1F8NXHTk",KailaWood17
92,2022-07-29 21:05:22+00:00,@LeaveHeardAlone #AmberHeardlsAnAbuser #AmberHeardDeservesPrison #AmberHeardIsALiar #AmberHeardIsFinished,ARojanadumrong
93,2022-07-29 21:01:29+00:00,"#DarvoTurd unlike her hashtags, we're not bits or people with ten accounts each, we're not part of a PR team.
#IstandWithJohnnyDepp  #JusticeServedForJohnnyDepp
#AmberHeardIsALiar #AmberHeardIsAnAbuser #AmberTurdIsAnAbuser #AmberHeardIsAPsycopath #AmberHeardHusbandBeater",Isabel_Bolivia
94,2022-07-29 20:54:56+00:00,"😱‼
#JusticeForJohnnyDepp #JohnnyDeppVsAmberHeard #AmberHeardIsAnAbuser #AmberHeard #JohnnyDeppGotJustice #mepoo #JohnnyDeppVsAmberHeardTrial #DeppVsHeard #AmberHeardIsALiar #NoJohnnyNoPirates #IStandWithJohnnyDepp #JohnnyDepp #JohnnyDeppIsInnocent #JOHNNYDEPPWINS #MeToo #MenToo https://t.co/2I49mVnkMR",AspidAnastasiia
95,2022-07-29 20:48:29+00:00,"@katiesuxxxx Nope, #AmberHeardlsAnAbuser. Sad that you're still falling for her lies, when all the evidence is right at your disposal. #AmberHeardIsALiar which is obvious to anyone willing to look.",simpsfordays
96,2022-07-29 20:47:41+00:00,@LeaveHeardAlone What a load of bullturd! #AmberHeardlsAnAbuser #amberheardisaliar #AmberHeardIsFinished,rum_gone
97,2022-07-29 20:40:29+00:00,"And the MSM would be exposed for there complete bias towards AH and against Johnny. She had the stage for 6 years and was completely scared of her lies being so openly exposed &amp; not being able to control the narrative thro MSM
#DarvoTurd #AmberHeardlsAnAbuser 
#AmberHeardIsALiar https://t.co/v6vUTlZzNf",HilderLorry
98,2022-07-29 20:36:12+00:00,These are only just a few of the lies she was caught in and she’s still being caught in more. #AmberHeardlsAnAbuser #AmberHeardIsALiar #AmberHeardIsFinished #JohnnyDeppWillWinAgain https://t.co/TMccW4lqEF,kind_luna
99,2022-07-29 20:35:43+00:00,"@DrProudman A high court UK judge sided with a newspaper, not Amber, he didn’t find him to be a wife beater, it wasn’t a criminal trial ❗️ 
Thank God for the US justice system and cameras in court, so we could all see THE TRUTH
#AmberHeardIsAnAbuser #AmberHeardIsALiar #AmberHeardIsAScammer",jv241994
100,2022-07-29 20:22:57+00:00,"#AmberHeardlsAnAbuser 
#AmberHeardIsFinished 
#AmberHeardIsALiar https://t.co/2ZLdyOFNXB",HilderLorry
101,2022-07-29 20:16:57+00:00,Spot on! #JohnnyDeppWon #AmberHeardIsALiar https://t.co/9f1SrHHE8R,AlegnaLavieenR1
102,2022-07-29 20:16:08+00:00,"#AmberHeardlsAnAbuser 
#AmberHeardIsALiar https://t.co/9uuNkFk8X2",HilderLorry
103,2022-07-29 20:13:58+00:00,"Yet another hate campaigner targeting #JohnnyDeppWon But paid scammer @cbouzy @BotSentinel think's it's perfectly alright, so it must be.
#AmberHeardIsAnAbuser #AmberHeardIsALiar #JohnnyDeppWillWinAgain #AmberHeardIsFinished https://t.co/7o8eki3GX9",BlisteringBarn1
104,2022-07-29 20:07:07+00:00,@purpleforamber #AmberHeardIsALiar,sentrumstronder
105,2022-07-29 20:04:58+00:00,So many people like you didn't even watch the trial but it doesn't bother you. You still open your mouth to say stupid &amp; untrue things 🤣 #AmberHeardlsAnAbuser #AmberHeardIsALiar #AmberHeardIsFinished #AmberHeardIsAWifeBeater #AmberHeardIsAHusbandBeater https://t.co/zn3JQnBEGv,Kyky_MTL
106,2022-07-29 20:04:45+00:00,"@brookeandyy We know you're not. 

#JohnnyDeppWon #JohnnyDeppWillWinAgain #AmberHeardIsAnAbuser #AmberHeardIsALiar #AmberHeardIsFinished https://t.co/JwKH0hysHb",BlisteringBarn1
107,2022-07-29 20:00:31+00:00,"This is a joke, right? Or is this amoeba really trying to do something with this?
#AmberHeardlsAnAbuser and her supporters are a special kind of stupid...
Sigh.... 🥱
#JusticeServedForJohnnyDepp
#AmberHeardIsALiar
#JohnnyDeppWillWinAgain
#AmberHeardIsFinished https://t.co/OqR6NXCgWl",ElisaDayJ4J
